iso3,fao_name,region,cropland_Mha,buffer_proxy_t_ha,n_stock_median_allland_t_ha,n_intensity_raw,import_reliance,class_phase1,class_phase2,buffer_class_phase1,buffer_class_phase2,changed
MRT,Mauritania,Sub-Saharan Africa,0.46,1.8403869313567476,2.1855001,7.679710144927536,1.0,intermediate,intermediate,low,low,False
MKD,North Macedonia,Europe,0.4586666666666666,8.005018112305965,7.6734996,42.85537790697674,1.0,intermediate,intermediate,moderate,moderate,False
GMB,Gambia,Sub-Saharan Africa,0.447,3.967789592522982,3.4981499,2.011185682326622,1.0,intermediate,intermediate,low,low,False
ISR,Israel,North Africa & West Asia,0.4461666666666667,6.39019586220676,3.2779498,93.19686215913336,0.5105530647639082,intermediate,intermediate,low,low,False
GEO,Georgia,North Africa & West Asia,0.4349,10.716121960808463,12.132199,55.13834597991876,0.0,intermediate,intermediate,high,high,False
LSO,Lesotho,Sub-Saharan Africa,0.3123666666666667,6.484909231635613,6.8844,9.418418525237437,1.0,intermediate,intermediate,moderate,low,False
JOR,Jordan,North Africa & West Asia,0.2871,4.332540307112823,2.1977,63.45872518286311,0.0,intermediate,intermediate,low,low,False
LBN,Lebanon,North Africa & West Asia,0.2723216666666667,6.9394668575087834,7.3412743,63.373583935664314,1.0,intermediate,intermediate,moderate,moderate,False
VUT,Vanuatu,Oceania,0.145,9.326636252536508,8.7237,0.032183908045977,1.0,intermediate,intermediate,moderate,high,False
FJI,Fiji,Oceania,0.1396333333333333,8.715713802945803,8.849501,30.65648126044402,1.0,intermediate,intermediate,moderate,moderate,False
COM,Comoros,Sub-Saharan Africa,0.118,10.25060971818104,10.3243,0.5621468926553672,1.0,intermediate,intermediate,high,high,False
BTN,Bhutan,South Asia,0.1011666666666666,19.26127442088177,13.19105,11.304777594728172,1.0,intermediate,intermediate,high,high,False
GNQ,Equatorial Guinea,Sub-Saharan Africa,0.1,8.488219231227227,7.91105,2.77,1.0,intermediate,intermediate,moderate,moderate,False
CHN,China; mainland,East & Southeast Asia,128.0813333333333,6.116925972251791,6.7381,209.8173660486566,0.0,intermediate,low_buffer_high_exposure,moderate,low,True
BRA,Brazil,Latin America & Caribbean,63.47,6.299217935175629,5.3009,80.9650228454388,0.9234322655009096,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
AUS,Australia,Oceania,31.074,4.099865020651884,2.1977,48.85479822359529,0.7796030431509823,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
THA,Thailand,East & Southeast Asia,22.188374399999997,5.1135015487911515,5.438025,62.11423942801325,0.909533251650843,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
ZAF,South Africa,Sub-Saharan Africa,12.413,4.515909441324311,3.661675,43.81248153817235,0.7250438057438287,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
UZB,Uzbekistan,Central Asia,4.4311,5.857398212969289,5.49435,173.2788698065943,0.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
PRY,Paraguay,Latin America & Caribbean,4.4125203,6.415029150485236,5.5195,30.017992211843197,1.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
ZMB,Zambia,Sub-Saharan Africa,3.839,3.659796464556352,3.5144,44.05392029174264,1.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
TKM,Turkmenistan,Central Asia,1.653806066666667,5.306456260295281,4.9256496,254.2271078862088,0.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
BWA,Botswana,Sub-Saharan Africa,0.2618666666666666,2.648024892814998,2.6255999,46.18508146639512,1.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
SWZ,Eswatini,Sub-Saharan Africa,0.195,5.248397085394351,5.20045,37.463247863247865,1.0,low_buffer_high_exposure,low_buffer_high_exposure,low,low,False
CYP,Cyprus,North Africa & West Asia,0.1266712333333333,6.33752245112612,6.7026496,63.19245858767724,1.0,intermediate,low_buffer_high_exposure,moderate,low,True
NGA,Nigeria,Sub-Saharan Africa,43.30517173333333,4.185050908552492,3.3724248,11.272156352884942,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
IRN,Iran (Islamic Republic of),North Africa & West Asia,17.5,6.184099708074236,4.172225,46.62148571428571,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
MAR,Morocco,North Africa & West Asia,9.0163245,5.869281684986649,5.1221247,23.128419272546516,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
BOL,Bolivia (Plurinational State of),Latin America & Caribbean,5.410978433333334,5.916986355058792,5.54665,3.4239032542684993,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
TUN,Tunisia,North Africa & West Asia,4.9505,6.156405808336225,3.2652001,15.76844089822577,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
LBY,Libya,North Africa & West Asia,2.05,5.320804082347216,3.5823002,7.040650406504065,0.0,low_buffer_low_exposure,low_buffer_low_exposure,low,low,False
